,Movie Name,Year of Release,Watch Time,Movie Rating,Metascore of movie,Certificate,Votes,Gross,Description,Director,Stars
92,Tumbbad,(2018),104 min,8.3,****,A,"38,341",%^%^%^,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,"Directors:Rahi Anil Barve, Anand Gandhi, Adesh Prasad","['Sohum Shah', 'Jyoti Malshe', 'Anita Date', 'Ronjini Chakraborty']"
93,K.G.F: Chapter 1,(2018),156 min,8.3,****,UA,"49,369",%^%^%^,"In the 1970s, a fierce rebel rises against brutal oppression and becomes the symbol of hope to legions of downtrodden people.",Prashanth Neel,"['Yash', 'Srinidhi Shetty', 'Ramachandra Raju', 'Archana Jois']"
94,Vikram Vedha,(2017),147 min,8.3,****,UA,"34,731",%^%^%^,"Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict.","Directors:Gayatri, Pushkar","['Madhavan', 'Vijay Sethupathi', 'Shraddha Srinath', 'Kathir']"
95,Drishyam,(2013),160 min,8.3,****,U,"38,623",%^%^%^,A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.,Jeethu Joseph,"['Mohanlal', 'Meena', 'Asha Sharath', 'Ansiba']"
96,Jagten,(2012),115 min,8.3,77        ,7,"307,778",$0.69M,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",Thomas Vinterberg,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp', 'Lasse Fogelstrøm']"
97,Jodaeiye Nader az Simin,(2011),123 min,8.3,95        ,7,"233,933",$7.10M,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,Asghar Farhadi,"['Payman Maadi', 'Leila Hatami', 'Sareh Bayat', 'Shahab Hosseini']"
98,Incendies,(2010),131 min,8.3,80        ,18,"165,467",$6.86M,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,Denis Villeneuve,"['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette', 'Mustafa Kamel']"
99,The Father,(I) (2020),97 min,8.3,88        ,UA,"108,055",%^%^%^,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",Florian Zeller,"['Anthony Hopkins', 'Olivia Colman', 'Mark Gatiss', 'Olivia Williams']"
100,Inglourious Basterds,(2009),153 min,8.3,69        ,A,"1,349,048",$120.54M,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",Quentin Tarantino,"['Brad Pitt', 'Diane Kruger', 'Eli Roth', 'Mélanie Laurent']"
101,Eternal Sunshine of the Spotless Mind,(2004),108 min,8.3,89        ,UA,"956,449",$34.40M,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",Michel Gondry,"['Jim Carrey', 'Kate Winslet', 'Tom Wilkinson', 'Gerry Robert Byrne']"
102,Le fabuleux destin d'Amélie Poulain,(2001),122 min,8.3,69        ,U,"729,643",$33.23M,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",Jean-Pierre Jeunet,"['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus', 'Lorella Cravotta']"
103,Snatch,(2000),104 min,8.3,55        ,UA,"818,376",$30.33M,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",Guy Ritchie,"['Jason Statham', 'Brad Pitt', 'Stephen Graham', 'Vinnie Jones']"
104,Requiem for a Dream,(2000),102 min,8.3,68        ,A,"801,826",$3.64M,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,Darren Aronofsky,"['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly', 'Marlon Wayans']"
105,American Beauty,(1999),122 min,8.3,84        ,UA,"1,111,738",$130.10M,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,Sam Mendes,"['Kevin Spacey', 'Annette Bening', 'Thora Birch', 'Wes Bentley']"
106,Good Will Hunting,(1997),126 min,8.3,70        ,U,"910,241",$138.43M,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",Gus Van Sant,"['Robin Williams', 'Matt Damon', 'Ben Affleck', 'Stellan Skarsgård']"
107,Bacheha-Ye aseman,(1997),89 min,8.3,77        ,PG,"71,191",$0.93M,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",Majid Majidi,"['Mohammad Amir Naji', 'Amir Farrokh Hashemian', 'Bahare Seddiqi', 'Nafise Jafar-Mohammadi']"
108,Toy Story,(1995),81 min,8.3,95        ,U,"935,761",$191.80M,A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,John Lasseter,"['Tom Hanks', 'Tim Allen', 'Don Rickles', 'Jim Varney']"
109,Braveheart,(1995),178 min,8.3,68        ,A,"995,313",$75.60M,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,Mel Gibson,"['Mel Gibson', 'Sophie Marceau', 'Patrick McGoohan', 'Angus Macfadyen']"
110,Reservoir Dogs,(1992),99 min,8.3,79        ,15+,"966,510",$2.83M,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",Quentin Tarantino,"['Harvey Keitel', 'Tim Roth', 'Michael Madsen', 'Chris Penn']"
111,Full Metal Jacket,(1987),116 min,8.3,76        ,UA,"707,336",$46.36M,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,Stanley Kubrick,"['Matthew Modine', 'R. Lee Ermey', ""Vincent D'Onofrio"", 'Adam Baldwin']"
112,Idi i smotri,(1985),142 min,8.3,****,A,"69,749",%^%^%^,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",Elem Klimov,"['Aleksey Kravchenko', 'Olga Mironova', 'Liubomiras Laucevicius', 'Vladas Bagdonas']"
113,Aliens,(1986),137 min,8.3,84        ,U,"684,733",$85.16M,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",James Cameron,"['Sigourney Weaver', 'Michael Biehn', 'Carrie Henn', 'Paul Reiser']"
114,Once Upon a Time in America,(1984),229 min,8.3,75        ,A,"333,113",$5.32M,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",Sergio Leone,"['Robert De Niro', 'James Woods', 'Elizabeth McGovern', 'Treat Williams']"
115,Amadeus,(1984),160 min,8.3,88        ,R,"385,185",$51.97M,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.",Milos Forman,"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge', 'Roy Dotrice']"
116,Scarface,(1983),170 min,8.3,65        ,A,"786,589",$45.60M,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",Brian De Palma,"['Al Pacino', 'Michelle Pfeiffer', 'Steven Bauer', 'Mary Elizabeth Mastrantonio']"
117,Star Wars: Episode VI - Return of the Jedi,(1983),131 min,8.3,58        ,U,"994,817",$309.13M,"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",Richard Marquand,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams']"
118,Das Boot,(1981),149 min,8.3,86        ,R,"242,337",$11.49M,"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.",Wolfgang Petersen,"['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann', 'Hubertus Bengsch']"
119,Dersu Uzala,(1975),142 min,8.3,****,U,"26,056",%^%^%^,The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.,Akira Kurosawa,"['Maksim Munzuk', 'Yuriy Solomin', 'Mikhail Bychkov', 'Vladimir Khrulyov']"
120,The Sting,(1973),129 min,8.3,83        ,U,"252,334",$159.60M,Two grifters team up to pull off the ultimate con.,George Roy Hill,"['Paul Newman', 'Robert Redford', 'Robert Shaw', 'Charles Durning']"
121,A Clockwork Orange,(1971),136 min,8.3,77        ,A,"792,220",$6.21M,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",Stanley Kubrick,"['Malcolm McDowell', 'Patrick Magee', 'Michael Bates', 'Warren Clarke']"
122,2001: A Space Odyssey,(1968),149 min,8.3,84        ,U,"635,850",$56.95M,"The Monoliths push humanity to reach for the stars; after their discovery in Africa generations ago, the mysterious objects lead mankind on an awesome journey to Jupiter, with the help of H.A.L. 9000: the world's greatest supercomputer.",Stanley Kubrick,"['Keir Dullea', 'Gary Lockwood', 'William Sylvester', 'Daniel Richter']"
123,To Kill a Mockingbird,(1962),129 min,8.3,88        ,U,"306,166",%^%^%^,"Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a black man against an undeserved rape charge, and his children against prejudice.",Robert Mulligan,"['Gregory Peck', 'John Megna', 'Frank Overton', 'Rosemary Murphy']"
124,Lawrence of Arabia,(1962),228 min,8.3,100        ,U,"281,712",$44.82M,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",David Lean,"[""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn', 'Jack Hawkins']"
125,The Apartment,(1960),125 min,8.3,94        ,U,"173,671",$18.60M,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",Billy Wilder,"['Jack Lemmon', 'Shirley MacLaine', 'Fred MacMurray', 'Ray Walston']"
126,North by Northwest,(1959),136 min,8.3,98        ,U,"314,731",$13.28M,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.",Alfred Hitchcock,"['Cary Grant', 'Eva Marie Saint', 'James Mason', 'Jessie Royce Landis']"
127,Vertigo,(1958),128 min,8.3,100        ,A,"385,696",$3.20M,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.",Alfred Hitchcock,"['James Stewart', 'Kim Novak', 'Barbara Bel Geddes', 'Tom Helmore']"
128,Singin' in the Rain,(1952),103 min,8.3,99        ,G,"230,710",$8.82M,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,"Directors:Stanley Donen, Gene Kelly","['Gene Kelly', ""Donald O'Connor"", 'Debbie Reynolds', 'Jean Hagen']"
129,Ikiru,(1952),143 min,8.3,****,U,"74,540",$0.06M,A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,Akira Kurosawa,"['Takashi Shimura', 'Nobuo Kaneko', ""Shin'ichi Himori"", 'Haruo Tanaka']"
130,Ladri di biciclette,(1948),89 min,8.3,****,****,"157,099",$0.33M,"In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.",Vittorio De Sica,"['Lamberto Maggiorani', 'Enzo Staiola', 'Lianella Carell', 'Elena Altieri']"
131,Double Indemnity,(1944),107 min,8.3,95        ,****,"151,143",$5.72M,"A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator.",Billy Wilder,"['Fred MacMurray', 'Barbara Stanwyck', 'Edward G. Robinson', 'Byron Barr']"
132,Citizen Kane,(1941),119 min,8.3,100        ,UA,"425,648",$1.59M,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.",Orson Welles,"['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore', 'Agnes Moorehead']"
133,M - Eine Stadt sucht einen Mörder,(1931),117 min,8.3,****,****,"151,938",$0.03M,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",Fritz Lang,"['Peter Lorre', 'Ellen Widmann', 'Inge Landgut', 'Otto Wernicke']"
134,Metropolis,(1927),153 min,8.3,98        ,****,"168,140",$1.24M,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",Fritz Lang,"['Brigitte Helm', 'Alfred Abel', 'Gustav Fröhlich', 'Rudolf Klein-Rogge']"
135,The Kid,(1921),68 min,8.3,****,****,"121,232",$5.45M,"The Tramp cares for an abandoned child, but events put that relationship in jeopardy.",Charles Chaplin,"['Charles Chaplin', 'Edna Purviance', 'Jackie Coogan', 'Carl Miller']"
136,Andhadhun,(2018),139 min,8.2,****,UA,"84,766",$1.37M,"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.",Sriram Raghavan,"['Ayushmann Khurrana', 'Tabu', 'Radhika Apte', 'Anil Dhawan']"
137,Green Book,(2018),130 min,8.2,69        ,UA,"435,704",$85.08M,A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.,Peter Farrelly,"['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini', 'Sebastian Maniscalco']"
138,Koe no katachi,(2016),130 min,8.2,78        ,16,"66,508",%^%^%^,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.",Naoko Yamada,"['Miyu Irino', 'Saori Hayami', 'Aoi Yûki', 'Kenshô Ono']"
139,Talvar,(2015),132 min,8.2,****,UA,"33,707",$0.34M,An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.,Meghna Gulzar,"['Irrfan Khan', 'Konkona Sen Sharma', 'Neeraj Kabi', 'Sohum Shah']"
140,Baahubali 2: The Conclusion,(2017),167 min,8.2,****,UA,"82,220",$20.19M,"When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",S.S. Rajamouli,"['Prabhas', 'Rana Daggubati', 'Anushka Shetty', 'Tamannaah Bhatia']"
141,Klaus,(2019),96 min,8.2,65        ,7,"123,528",%^%^%^,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.","Directors:Sergio Pablos, Carlos Martínez López","['Jason Schwartzman', 'J.K. Simmons', 'Rashida Jones', 'Will Sasso']"
